size,difficulty,board_name,algo,heuristic,time(s),steps,timeout
6,medium:2,6:medium:2,ASTAR,adjacency,0.000435,6,False
6,medium:2,6:medium:2,ASTAR,adjacency,0.00056,6,False
6,medium:2,6:medium:2,ASTAR,adjacency,0.000476,6,False
6,medium:2,6:medium:2,ASTAR,min_misplaced_slots,0.000474,6,False
6,medium:2,6:medium:2,ASTAR,min_misplaced_slots,0.000582,6,False
6,medium:2,6:medium:2,ASTAR,min_misplaced_slots,0.000442,6,False
6,medium:2,6:medium:2,WEIGHTED-ASTAR,adjacency,0.000334,6,False
6,medium:2,6:medium:2,WEIGHTED-ASTAR,adjacency,0.000341,6,False
6,medium:2,6:medium:2,WEIGHTED-ASTAR,adjacency,0.000342,6,False
6,medium:2,6:medium:2,WEIGHTED-ASTAR,min_misplaced_slots,0.000257,6,False
6,medium:2,6:medium:2,WEIGHTED-ASTAR,min_misplaced_slots,0.000258,6,False
6,medium:2,6:medium:2,WEIGHTED-ASTAR,min_misplaced_slots,0.0003,6,False
6,medium:3,6:medium:3,GREEDY,min_misplaced_slots,0.000821,7,False
6,medium:3,6:medium:3,GREEDY,min_misplaced_slots,0.000559,7,False
6,medium:3,6:medium:3,GREEDY,min_misplaced_slots,0.000499,7,False
6,medium:3,6:medium:3,ASTAR,adjacency,0.000487,7,False
6,medium:3,6:medium:3,ASTAR,adjacency,0.000505,7,False
6,medium:3,6:medium:3,ASTAR,adjacency,0.000489,7,False
6,medium:3,6:medium:3,ASTAR,min_misplaced_slots,0.000578,7,False
6,medium:3,6:medium:3,ASTAR,min_misplaced_slots,0.000601,7,False
6,medium:3,6:medium:3,ASTAR,min_misplaced_slots,0.000596,7,False
6,medium:3,6:medium:3,WEIGHTED-ASTAR,adjacency,0.000524,7,False
6,medium:3,6:medium:3,WEIGHTED-ASTAR,adjacency,0.000543,7,False
6,medium:3,6:medium:3,WEIGHTED-ASTAR,adjacency,0.000528,7,False
6,medium:3,6:medium:3,WEIGHTED-ASTAR,min_misplaced_slots,0.000409,7,False
6,medium:3,6:medium:3,WEIGHTED-ASTAR,min_misplaced_slots,0.000407,7,False
6,medium:3,6:medium:3,WEIGHTED-ASTAR,min_misplaced_slots,0.000413,7,False
6,hard:1,6:hard:1,GREEDY,min_misplaced_slots,0.00257,9,False
